Overall Position,Gender Position,Category Position,Category,Race No,Country ,Official Time,Net Time,10km Time,Half Way Time,30km Time
6538,999,6538,MR1,A9125,China,5:50:10,5:44:53,1:28:34,2:52:51,4:04:13
6539,5540,6539,MR1,A3314,Hong Kong SAR,5:50:12,5:48:42,1:17:56,2:39:28,3:55:25
6540,5541,6540,MR1,A5725,China,5:50:13,5:45:01,1:19:04,2:40:18,3:57:52
6541,5542,6541,MR1,A3819,Hong Kong SAR,5:50:14,5:45:30,1:17:34,2:46:48,4:02:56
6542,5543,6542,MR1,A1104,Hong Kong SAR,5:50:16,5:48:16,1:17:31,2:40:53,3:55:13
6543,5544,6543,MR1,A1300,Hong Kong SAR,5:50:19,5:43:29,1:23:14,2:49:24,4:04:36
6544,1000,6544,MR1,A3770,Hong Kong SAR,5:50:19,5:47:44,1:18:05,2:42:44,3:59:35
6545,5545,6545,MR1,A1954,Hong Kong SAR,5:50:19,5:47:13,1:08:00,2:24:37,3:43:48
6546,5546,6546,MR1,A6771,Hong Kong SAR,5:50:20,5:43:38,1:26:27,2:49:52,4:03:09
6547,1001,6547,MR1,A5164,Hong Kong SAR,5:50:20,5:43:38,1:26:26,2:49:52,4:03:25
6548,5547,6548,MR1,A5658,China,5:50:21,5:48:12,1:16:53,2:43:15,3:56:44
6549,1002,6549,MR1,A1140,Hong Kong SAR,5:50:21,5:45:16,1:16:05,2:42:28,3:57:11
6550,5548,6550,MR1,A8156,China,5:50:21,5:46:38,1:20:53,2:40:06,3:52:40
6551,5549,6551,MR1,A5672,Hong Kong SAR,5:50:23,5:46:17,1:13:22,2:33:08,3:55:04
6552,5550,6552,MR1,A0445,United States,5:50:25,5:45:16,1:22:42,2:44:56,3:57:12
6553,5551,6553,MR1,A5016,Hong Kong SAR,5:50:25,5:48:17,1:11:43,2:36:13,3:55:44
6554,5552,6554,MR1,A6672,China,5:50:26,5:44:32,1:15:19,2:33:32,3:56:47
6555,5553,6555,MR1,A1077,Hong Kong SAR,5:50:27,5:44:43,1:18:13,2:34:53,3:57:14
6556,5554,6556,MR1,A1181,Hong Kong SAR,5:50:27,5:45:54,1:11:48,2:32:49,3:55:54
6557,5555,6557,MR1,A5611,Hong Kong SAR,5:50:28,5:46:08,1:17:22,2:38:47,3:57:00
6558,1003,6558,MR1,A1238,Hong Kong SAR,5:50:33,5:48:56,1:20:03,2:45:43,4:01:07
6559,5556,6559,MR1,A0654,Hong Kong SAR,5:50:34,5:48:57,1:16:18,2:40:57,3:53:43
6560,1004,6560,MR1,A5710,China,5:50:35,5:45:44,1:22:58,2:45:30,3:54:06
6561,5557,6561,MR1,A6953,Hong Kong SAR,5:50:35,5:47:14,1:18:18,2:42:01,3:59:31
6562,5558,6562,MR1,A8516,China,5:50:38,5:46:31,1:19:01,2:46:34,4:02:16
6563,1005,6563,MR1,A8132,Hong Kong SAR,5:50:39,5:46:11,1:22:37,2:54:09,4:05:52
6564,5559,6564,MR1,A5848,Hong Kong SAR,5:50:39,5:47:00,1:26:59,2:47:03,4:08:45
6565,5560,6565,MR1,A8853,Japan,5:50:40,5:48:31,1:12:24,2:35:00,3:54:38
6566,5561,6566,MR1,A4789,China,5:50:40,5:50:18,1:07:49,2:25:35,3:43:23
6567,5562,6567,MR1,A5749,Hong Kong SAR,5:50:40,5:45:23,1:18:52,2:43:29,3:59:48
6568,1006,6568,MR1,A5692,Singapore,5:50:40,5:44:57,1:20:32,2:53:29,4:07:54
6569,5563,6569,MR1,A8513,Hong Kong SAR,5:50:42,5:45:55,1:21:30,2:46:33,4:00:15
6570,5564,6570,MR1,A4493,Hong Kong SAR,5:50:44,5:49:44,1:16:31,2:46:01,4:02:15
6571,1007,6571,MR1,A2745,Japan,5:50:46,5:44:53,1:17:59,2:38:01,3:56:32
6572,5565,6572,MR1,A1440,Hong Kong SAR,5:50:47,5:46:51,1:23:04,2:50:17,3:59:19
6573,5566,6573,MR1,A2687,Hong Kong SAR,5:50:50,5:46:58,1:12:39,2:31:54,3:49:38
6574,5567,6574,MR1,A8564,China,5:50:51,5:48:36,1:15:46,2:41:09,3:55:27
6575,5568,6575,MR1,A3734,Hong Kong SAR,5:50:54,5:45:52,1:11:09,2:26:35,3:54:25
6576,5569,6576,MR1,A8973,Japan,5:50:54,5:48:45,1:16:31,2:40:35,3:53:19
6577,5570,6577,MR1,A3845,Hong Kong SAR,5:50:54,5:46:08,1:20:30,2:45:46,3:58:44
6578,5571,6578,MR1,A2146,Hong Kong SAR,5:50:54,5:49:58,1:18:57,2:43:51,3:57:18
6579,1008,6579,MR1,A5217,China,5:50:56,5:50:42,1:17:35,2:53:24,4:14:32
6580,5572,6580,MR1,A5462,Hong Kong SAR,5:50:56,5:48:25,1:15:22,2:41:57,4:00:21
6581,5573,6581,MR1,A8703,Taiwan,5:50:57,5:43:57,1:26:31,2:51:02,4:03:27
6582,1009,6582,MR1,A8750,Taiwan,5:50:57,5:43:57,1:26:31,2:51:03,4:03:27
6583,5574,6583,MR1,A4688,China,5:50:59,5:50:40,0:59:22,2:26:11,3:43:06
6584,5575,6584,MR1,A7300,Hong Kong SAR,5:50:59,5:50:36,1:10:47,2:34:40,3:51:02
6585,5576,6585,MR1,A8545,China,5:51:00,5:51:00,1:21:44,2:45:38,4:05:58
6586,5577,6586,MR1,A8745,Japan,5:51:01,5:50:25,1:07:13,2:28:54,3:43:12
6587,5578,6587,MR1,A0808,Philippines,5:51:01,5:45:46,1:24:47,2:47:11,3:57:11
6588,1010,6588,MR1,A8664,Japan,5:51:02,5:48:02,1:20:34,2:44:09,4:02:13
6589,1011,6589,MR1,A1452,Hong Kong SAR,5:51:03,5:49:15,1:12:38,2:33:37,3:52:49
6590,1012,6590,MR1,A2337,Hong Kong SAR,5:51:06,5:50:47,1:10:07,2:38:12,3:58:06
6591,5579,6591,MR1,A5022,Hong Kong SAR,5:51:10,5:48:43,1:15:40,2:43:24,4:02:06
6592,5580,6592,MR1,A7513,Hong Kong SAR,5:51:11,5:45:19,1:17:27,2:41:23,3:57:18
6593,1013,6593,MR1,A3612,China,5:51:12,5:50:41,1:14:01,2:45:47,3:58:55
6594,1014,6594,MR1,A7342,China,5:51:12,5:47:56,1:19:45,2:38:53,3:58:56
6595,5581,6595,MR1,A4678,Hong Kong SAR,5:51:14,5:48:48,1:20:24,2:45:23,4:04:48
6596,5582,6596,MR1,A3772,Hong Kong SAR,5:51:15,5:48:19,1:16:50,2:42:48,4:01:20
6597,5583,6597,MR1,A3879,China,5:51:16,5:44:59,1:17:24,2:37:31,3:52:25
6598,5584,6598,MR1,A7770,Hong Kong SAR,5:51:20,5:46:17,1:15:15,2:39:24,4:02:46
6599,5585,6599,MR1,A1627,Hong Kong SAR,5:51:20,5:49:08,1:15:39,2:40:59,3:58:33
6600,5586,6600,MR1,A4488,Hong Kong SAR,5:51:21,5:49:50,1:20:21,2:49:53,4:04:54
6601,5587,6601,MR1,A8312,China,5:51:22,5:50:32,1:18:58,2:47:21,3:55:46
6602,5588,6602,MR1,A2945,Hong Kong SAR,5:51:23,5:50:56,1:18:14,2:50:04,4:14:40
6603,5589,6603,MR1,A5646,Hong Kong SAR,5:51:25,5:46:19,1:25:33,2:47:15,4:01:20
6604,5590,6604,MR1,A8507,China,5:51:26,5:46:44,1:12:28,2:30:54,3:45:26
6605,5591,6605,MR1,A1053,China,5:51:27,5:49:21,1:04:56,2:19:31,3:43:39
6606,5592,6606,MR1,A5537,Hong Kong SAR,5:51:31,5:49:43,1:11:45,2:36:58,3:55:03
6607,1015,6607,MR1,A3837,Malaysia,5:51:34,5:49:09,1:13:11,2:39:22,3:56:26
6608,5593,6608,MR1,A7679,Hong Kong SAR,5:51:34,5:45:45,1:14:10,2:39:09,3:55:36
6609,5594,6609,MR1,A5156,Hong Kong SAR,5:51:34,5:45:33,1:18:03,2:40:27,4:02:22
6610,5595,6610,MR1,A1372,Hong Kong SAR,5:51:34,5:46:28,1:15:16,2:42:16,3:56:44
6611,5596,6611,MR1,A7009,China,5:51:36,5:51:21,1:12:31,2:46:15,4:04:53
6612,1016,6612,MR1,A4896,China,5:51:36,5:49:39,1:15:40,2:46:15,4:04:54
6613,5597,6613,MR1,A2747,Hong Kong SAR,5:51:37,5:46:57,1:13:28,2:44:01,4:00:04
6614,5598,6614,MR1,A7468,China,5:51:38,5:45:59,1:20:58,2:42:43,3:54:03
6615,5599,6615,MR1,A8117,Hong Kong SAR,5:51:41,5:47:36,1:20:48,2:44:28,3:57:15
6616,1017,6616,MR1,A1752,Hong Kong SAR,5:51:41,5:46:59,1:20:21,2:46:58,4:03:53
6617,5600,6617,MR1,A0873,Hong Kong SAR,5:51:42,5:49:28,1:18:20,2:45:00,4:02:37
6618,5601,6618,MR1,A2356,Hong Kong SAR,5:51:44,5:45:57,1:22:42,2:57:38,4:14:23
6619,5602,6619,MR1,A2188,Hong Kong SAR,5:51:47,5:46:16,1:24:16,2:52:29,4:04:05
6620,5603,6620,MR1,A6081,China,5:51:49,5:46:03,1:24:56,2:50:10,4:07:18
6621,5604,6621,MR1,A3429,China,5:51:50,5:50:14,1:16:24,2:38:53,3:46:32
6622,5605,6622,MR1,A0890,Hong Kong SAR,5:51:51,5:48:29,1:16:05,2:44:01,4:03:53
6623,1018,6623,MR1,A2944,Hong Kong SAR,5:51:51,5:49:24,1:20:21,2:47:40,4:04:44
6624,5606,6624,MR1,A8047,Hong Kong SAR,5:51:52,5:49:42,1:13:53,2:30:55,3:44:43
6625,5607,6625,MR1,A0270,China,5:51:53,5:48:44,1:18:56,2:36:39,3:49:18
6626,5608,6626,MR1,A7589,Hong Kong SAR,5:51:56,5:46:00,1:19:41,2:49:45,4:05:40
6627,5609,6627,MR1,A3888,Hong Kong SAR,5:51:56,5:48:44,1:11:07,2:38:29,4:00:01
6628,5610,6628,MR1,A9118,China,5:51:56,5:48:04,1:14:48,2:42:46,3:58:27
6629,5611,6629,MR1,A3569,Hong Kong SAR,5:51:58,5:47:52,1:20:47,2:48:17,4:03:30
6630,1019,6630,MR1,A4201,China,5:51:59,5:50:31,1:17:22,2:46:20,4:06:29
6631,5612,6631,MR1,A2206,Hong Kong SAR,5:52:00,5:51:56,1:17:48,2:46:55,3:57:33
6632,5613,6632,MR1,A1419,Hong Kong SAR,5:52:00,5:46:56,1:16:22,2:41:38,4:03:16
6633,5614,6633,MR1,A0318,Hong Kong SAR,5:52:01,5:46:39,1:22:56,2:58:17,4:07:31
6634,5615,6634,MR1,A4622,Hong Kong SAR,5:52:01,5:49:14,1:19:34,2:47:38,4:06:34
6635,5616,6635,MR1,A2000,China,5:52:01,5:50:32,1:17:22,2:46:25,4:06:30
6636,1020,6636,MR1,A3383,China,5:52:01,5:51:10,1:13:17,2:42:19,3:57:38
6637,5617,6637,MR1,A8040,China,5:52:01,5:51:09,1:13:18,2:42:04,3:57:36
6638,5618,6638,MR1,A8694,Japan,5:52:03,5:51:17,1:12:13,2:39:01,3:59:34
6639,1021,6639,MR1,A1720,Hong Kong SAR,5:52:03,5:47:05,1:19:51,2:43:01,4:00:50
6640,5619,6640,MR1,A5789,Hong Kong SAR,5:52:03,5:51:32,1:06:27,2:36:31,4:00:55
6641,5620,6641,MR1,A2201,Hong Kong SAR,5:52:04,5:50:19,1:21:55,2:54:05,4:10:46
6642,5621,6642,MR1,A7198,Hong Kong SAR,5:52:04,5:49:28,1:19:33,2:46:20,4:04:20
6643,5622,6643,MR1,A1598,Hong Kong SAR,5:52:04,5:48:35,1:17:10,2:43:46,3:59:16
6644,5623,6644,MR1,A3919,Hong Kong SAR,5:52:04,5:49:46,1:11:47,2:35:07,3:55:44
6645,1022,6645,MR1,A0558,Malaysia,5:52:04,5:49:58,1:21:05,2:53:05,4:06:52
6646,1023,6646,MR1,A7899,China,5:52:06,5:48:30,1:18:40,2:43:46,4:01:14
6647,5624,6647,MR1,A0209,Hong Kong SAR,5:52:07,5:50:31,1:16:14,2:45:50,4:06:10
6648,5625,6648,MR1,A4024,Hong Kong SAR,5:52:07,5:49:08,1:13:26,2:31:47,3:43:43
6649,5626,6649,MR1,A5176,China,5:52:07,5:45:27,1:20:34,2:47:55,4:03:34
6650,5627,6650,MR1,A7863,Hong Kong SAR,5:52:07,5:51:15,1:09:44,2:31:49,3:53:44
6651,5628,6651,MR1,A0024,Hong Kong SAR,5:52:08,5:51:37,1:05:02,2:26:04,3:50:50
6652,5629,6652,MR1,A0925,China,5:52:10,5:50:34,1:12:54,2:27:53,3:43:25
6653,5630,6653,MR1,A3062,Hong Kong SAR,5:52:13,5:46:41,1:25:12,2:52:43,4:09:06
6654,1024,6654,MR1,A3374,Singapore,5:52:15,5:49:06,1:25:10,2:58:36,4:17:22
6655,1025,6655,MR1,A0640,China,5:52:16,5:45:10,1:24:10,2:52:46,4:04:32
6656,5631,6656,MR1,A4247,China,5:52:16,5:44:46,1:24:10,2:53:56,4:04:32
6657,5632,6657,MR1,A1896,China,5:52:16,5:45:12,1:18:39,2:40:57,4:00:20
6658,5633,6658,MR1,A9198,China,5:52:16,5:45:10,1:24:10,2:52:46,4:04:32
6659,1026,6659,MR1,A3588,China,5:52:17,5:45:11,1:13:48,2:27:06,3:42:17
6660,5634,6660,MR1,A2359,Hong Kong SAR,5:52:19,5:48:48,1:18:08,2:38:22,3:54:12
6661,5635,6661,MR1,A3697,China,5:52:19,5:51:37,1:15:49,2:45:40,4:04:28
6662,5636,6662,MR1,A2413,Hong Kong SAR,5:52:21,5:46:50,1:22:39,2:48:09,4:03:48
6663,5637,6663,MR1,A4402,Hong Kong SAR,5:52:21,5:51:19,1:10:24,2:37:06,3:54:58
6664,5638,6664,MR1,A1222,Hong Kong SAR,5:52:22,5:51:21,1:26:59,2:48:59,4:07:08
6665,5639,6665,MR1,A6170,Hong Kong SAR,5:52:22,5:51:38,1:06:41,2:32:18,3:53:49
6666,5640,6666,MR1,A4847,Hong Kong SAR,5:52:22,5:48:34,1:11:55,2:35:06,4:09:49
6667,1027,6667,MR1,A1534,Philippines,5:52:24,5:51:17,1:17:54,2:45:07,4:00:53
6668,1028,6668,MR1,A3347,Hong Kong SAR,5:52:24,5:46:23,1:23:34,2:51:55,4:05:25
6669,5641,6669,MR1,A9063,Philippines,5:52:24,5:51:17,1:17:55,2:45:07,4:00:53
6670,5642,6670,MR1,A2098,Hong Kong SAR,5:52:25,5:46:22,1:17:54,2:43:30,4:03:19
6671,5643,6671,MR1,A6324,Hong Kong SAR,5:52:25,5:47:58,1:21:12,2:46:57,4:02:24
6672,5644,6672,MR1,A5316,Hong Kong SAR,5:52:26,5:52:24,1:10:09,2:35:18,3:54:43
6673,5645,6673,MR1,A6443,China,5:52:29,5:49:09,1:20:35,2:47:39,4:05:20
6674,5646,6674,MR1,A2468,Hong Kong SAR,5:52:29,5:52:26,1:09:51,2:34:37,3:59:20
6675,5647,6675,MR1,A2045,China,5:52:30,5:49:41,1:20:15,2:44:20,3:58:55
6676,5648,6676,MR1,A3533,China,5:52:30,5:48:52,1:21:08,2:45:27,4:00:39
6677,1029,6677,MR1,A0617,China,5:52:31,5:52:12,1:05:08,2:27:18,3:47:38
6678,5649,6678,MR1,A0478,Macao SAR,5:52:32,5:51:44,1:09:07,2:34:39,3:57:07
6679,1030,6679,MR1,A7358,Hong Kong SAR,5:52:33,5:46:25,1:21:05,2:48:35,4:05:08
6680,1031,6680,MR1,A0035,Hong Kong SAR,5:52:33,5:47:54,1:20:59,2:52:38,4:04:08
6681,5650,6681,MR1,A1353,Hong Kong SAR,5:52:34,5:48:03,1:19:13,2:46:31,4:08:35
6682,5651,6682,MR1,A1289,Hong Kong SAR,5:52:34,5:49:11,1:22:53,2:44:38,3:58:31
6683,1032,6683,MR1,A3331,Hong Kong SAR,5:52:35,5:51:25,1:14:37,2:44:04,3:59:16
6684,5652,6684,MR1,A0802,Hong Kong SAR,5:52:36,5:48:36,1:20:00,2:44:22,3:57:42
6685,5653,6685,MR1,A7961,China,5:52:36,5:50:00,1:03:47,2:11:49,3:53:38
6686,5654,6686,MR1,A9150,China,5:52:37,5:48:38,1:21:36,2:50:25,4:02:43
6687,5655,6687,MR1,A4400,Hong Kong SAR,5:52:37,5:52:23,1:05:38,2:25:40,3:46:40
6688,5656,6688,MR1,A4023,Hong Kong SAR,5:52:37,5:47:58,1:16:02,2:40:26,3:59:10
6689,5657,6689,MR1,A4934,Hong Kong SAR,5:52:37,5:52:24,1:05:38,2:25:40,3:46:40
6690,5658,6690,MR1,A8248,China,5:52:38,5:52:33,0:52:48,2:16:27,3:40:48
6691,1033,6691,MR1,A7941,Hong Kong SAR,5:52:39,5:51:06,1:18:32,2:50:15,4:08:05
6692,5659,6692,MR1,A1516,Hong Kong SAR,5:52:39,5:48:59,1:16:00,2:39:37,3:55:41
6693,5660,6693,MR1,A6200,Hong Kong SAR,5:52:39,5:50:26,1:05:35,2:21:23,3:51:43
6694,1034,6694,MR1,A2390,Hong Kong SAR,5:52:40,5:46:20,1:26:10,2:52:58,4:05:25
6695,5661,6695,MR1,A2841,Hong Kong SAR,5:52:41,5:51:38,1:12:06,2:35:48,3:55:59
6696,5662,6696,MR1,A4268,Hong Kong SAR,5:52:43,5:49:24,1:14:12,2:39:42,3:59:40
6697,1035,6697,MR1,A4495,China,5:52:44,5:50:03,1:18:56,2:47:11,4:03:54
6698,5663,6698,MR1,A7560,Hong Kong SAR,5:52:45,5:49:05,1:13:51,2:34:11,3:52:12
6699,1036,6699,MR1,A3933,Hong Kong SAR,5:52:50,5:51:27,1:20:56,2:54:36,4:06:29
6700,5664,6700,MR1,A8533,China,5:52:50,5:52:41,1:05:45,2:25:05,3:47:51
6701,5665,6701,MR1,A0895,Hong Kong SAR,5:52:51,5:51:12,1:16:46,2:41:19,4:00:47
6702,1037,6702,MR1,A5875,China,5:52:52,5:49:34,1:17:13,2:47:39,4:03:19
6703,5666,6703,MR1,A3763,China,5:52:52,5:49:34,1:17:13,2:47:39,4:03:20
6704,5667,6704,MR1,A3157,Hong Kong SAR,5:52:53,5:49:45,1:16:43,2:45:23,3:59:34
6705,5668,6705,MR1,A0077,Australia,5:52:54,5:47:01,1:15:27,2:39:38,4:02:26
6706,1038,6706,MR1,A6836,Hong Kong SAR,5:52:54,5:48:07,1:26:05,2:49:20,4:00:18
6707,5669,6707,MR1,A4726,Hong Kong SAR,5:52:55,5:45:31,1:21:31,2:44:26,4:01:26
6708,5670,6708,MR1,A4021,China,5:52:55,5:52:52,1:12:07,2:44:59,4:07:42
6709,5671,6709,MR1,A4067,China,5:52:56,5:47:36,1:23:17,2:47:32,4:03:47
6710,1039,6710,MR1,A4254,China,5:52:58,5:52:19,1:20:45,2:53:08,4:03:33
6711,5672,6711,MR1,A7323,China,5:52:58,5:47:12,1:23:05,2:49:43,4:03:33
6712,5673,6712,MR1,A1700,Hong Kong SAR,5:53:00,5:46:43,1:20:41,2:46:35,4:06:26
6713,5674,6713,MR1,A2583,China,5:53:00,5:52:05,1:09:31,2:42:05,4:05:50
6714,5675,6714,MR1,A3066,Hong Kong SAR,5:53:02,5:48:33,1:18:32,2:40:49,3:56:31
6715,5676,6715,MR1,A6019,Hong Kong SAR,5:53:02,5:48:13,1:19:32,2:43:04,4:00:35
6716,1040,6716,MR1,A8320,Hong Kong SAR,5:53:03,5:48:22,1:26:13,2:54:42,4:11:14
6717,1041,6717,MR1,A8016,Hong Kong SAR,5:53:08,5:51:44,1:16:08,2:43:20,4:00:04
6718,5677,6718,MR1,A0015,Hong Kong SAR,5:53:08,5:52:24,1:06:15,2:26:53,3:44:20
6719,5678,6719,MR1,A0126,Hong Kong SAR,5:53:10,5:53:01,1:05:30,2:33:55,4:03:54
6720,5679,6720,MR1,A1406,Hong Kong SAR,5:53:12,5:49:43,1:20:50,2:39:43,3:58:45
6721,5680,6721,MR1,A8286,Hong Kong SAR,5:53:15,5:53:09,0:59:51,2:24:54,3:51:22
6722,5681,6722,MR1,A4464,Hong Kong SAR,5:53:15,5:47:57,1:21:48,2:48:07,4:03:57
6723,5682,6723,MR1,A0441,China,5:53:15,5:49:25,1:24:15,2:51:21,4:05:23
6724,5683,6724,MR1,A2469,Hong Kong SAR,5:53:16,5:45:52,1:24:44,2:57:08,4:07:59
6725,5684,6725,MR1,A0335,Philippines,5:53:17,5:50:05,1:19:54,2:44:41,3:57:32
6726,5685,6726,MR1,A8338,China,5:53:19,5:50:02,1:09:45,2:26:52,3:56:29
6727,5686,6727,MR1,A7253,China,5:53:20,5:47:34,1:24:56,2:50:10,4:07:19
6728,5687,6728,MR1,A3360,Hong Kong SAR,5:53:20,5:50:36,1:14:10,2:40:19,4:06:30
6729,5688,6729,MR1,A0532,Hong Kong SAR,5:53:21,5:47:08,1:21:27,2:46:38,4:04:02
6730,5689,6730,MR1,A5398,Hong Kong SAR,5:53:21,5:48:49,1:31:33,2:56:45,4:11:40
6731,5690,6731,MR1,A6902,Hong Kong SAR,5:53:21,5:46:59,1:20:18,2:43:34,4:00:01
6732,5691,6732,MR1,A4079,Hong Kong SAR,5:53:23,5:49:59,1:22:36,2:55:25,4:10:09
6733,5692,6733,MR1,A5598,Hong Kong SAR,5:53:23,5:50:16,1:24:29,2:50:43,4:08:12
6734,5693,6734,MR1,A5417,Hong Kong SAR,5:53:28,5:49:34,1:16:03,2:42:18,3:56:43
6735,5694,6735,MR1,A7874,Hong Kong SAR,5:53:28,5:48:39,1:14:08,2:35:46,3:57:44
6736,5695,6736,MR1,A5630,Hong Kong SAR,5:53:29,5:49:35,,2:41:40,
6737,1042,6737,MR1,A6790,Hong Kong SAR,5:53:30,5:52:03,1:14:46,2:41:26,4:07:11
6738,5696,6738,MR1,A2103,Hong Kong SAR,5:53:30,5:50:59,1:20:19,2:51:03,4:08:47
6739,5697,6739,MR1,A6748,Hong Kong SAR,5:53:30,5:52:15,1:12:07,2:34:42,4:02:16
6740,5698,6740,MR1,A4592,China,5:53:31,5:52:16,1:14:14,2:41:02,4:03:31
6741,1043,6741,MR1,A3744,Hong Kong SAR,5:53:31,5:52:57,1:23:45,2:50:38,4:02:42
6742,5699,6742,MR1,A0392,Singapore,5:53:33,5:52:30,1:15:35,2:42:08,3:59:15
6743,5700,6743,MR1,A1856,China,5:53:36,5:52:41,1:02:19,2:21:26,3:45:07
6744,5701,6744,MR1,A7145,Hong Kong SAR,5:53:38,5:49:53,1:15:12,2:35:14,3:42:55
6745,5702,6745,MR1,A0295,Hong Kong SAR,5:53:39,5:49:02,1:23:03,2:44:48,3:59:41
6746,1044,6746,MR1,A6105,China,5:53:40,5:52:04,1:15:46,2:44:18,4:08:47
6747,5703,6747,MR1,A2405,China,5:53:40,5:52:03,1:15:46,2:44:17,4:08:47
6748,5704,6748,MR1,A6114,Hong Kong SAR,5:53:40,5:47:51,1:24:41,2:56:50,4:11:22
6749,5705,6749,MR1,A7312,China,5:53:42,5:49:59,1:21:42,2:44:06,4:00:04
6750,5706,6750,MR1,A7839,Hong Kong SAR,5:53:43,5:47:22,1:21:15,2:49:11,4:10:03
6751,5707,6751,MR1,A0054,Hong Kong SAR,5:53:45,5:47:53,1:26:17,2:54:58,4:11:08
6752,5708,6752,MR1,A9022,China,5:53:50,5:53:06,1:15:24,2:44:33,4:04:50
6753,5709,6753,MR1,A6246,Hong Kong SAR,5:53:51,5:51:42,1:15:09,2:36:17,3:56:54
6754,5710,6754,MR1,A2752,Hong Kong SAR,5:53:52,5:49:00,1:21:41,2:47:15,4:03:34
6755,5711,6755,MR1,A4027,Hong Kong SAR,5:53:54,5:48:58,1:25:14,2:51:31,4:03:19
6756,1045,6756,MR1,A8845,Japan,5:53:55,5:52:20,1:13:20,2:34:19,3:49:25
6757,5712,6757,MR1,A6551,Hong Kong SAR,5:53:57,5:46:26,1:20:09,2:44:22,3:55:49
6758,5713,6758,MR1,A4496,Hong Kong SAR,5:53:59,5:53:50,1:14:25,2:41:34,3:58:22
6759,5714,6759,MR1,A7653,Hong Kong SAR,5:54:03,5:53:56,1:01:46,2:31:35,3:55:18
6760,5715,6760,MR1,A5527,Hong Kong SAR,5:54:04,5:51:13,1:21:22,2:49:23,4:03:12
6761,5716,6761,MR1,A0457,Hong Kong SAR,5:54:07,5:49:51,1:22:32,2:48:29,4:01:55
6762,5717,6762,MR1,A6467,Hong Kong SAR,5:54:10,5:50:31,1:18:27,2:50:22,4:06:57
6763,5718,6763,MR1,A6375,Hong Kong SAR,5:54:10,5:49:12,1:25:19,2:49:16,4:06:48
6764,5719,6764,MR1,A4720,Hong Kong SAR,5:54:13,5:47:59,1:20:51,2:46:21,4:06:24
6765,1046,6765,MR1,A4252,China,5:54:13,5:51:56,1:16:16,2:40:50,3:55:36
6766,1047,6766,MR1,A4970,Hong Kong SAR,5:54:15,5:51:23,1:13:46,2:34:55,3:54:42
6767,1048,6767,MR1,A0885,China,5:54:15,5:51:57,1:17:22,2:42:30,3:58:51
6768,5720,6768,MR1,A5340,China,5:54:15,5:51:53,1:17:22,2:42:30,3:58:51
6769,1049,6769,MR1,A7407,China,5:54:16,5:51:18,1:17:54,2:47:16,4:04:08
6770,5721,6770,MR1,A3300,Hong Kong SAR,5:54:18,5:47:09,1:16:37,2:34:20,3:54:14
6771,5722,6771,MR1,A3714,Hong Kong SAR,5:54:19,5:51:27,1:16:04,2:39:06,3:52:01
6772,5723,6772,MR1,A1099,Hong Kong SAR,5:54:19,5:53:36,1:15:18,2:41:41,3:58:53
6773,1050,6773,MR1,A3977,Hong Kong SAR,5:54:20,5:48:07,1:21:33,2:44:45,4:06:03
6774,5724,6774,MR1,A0009,China,5:54:21,5:49:28,1:24:30,2:50:13,4:05:22
6775,1051,6775,MR1,A4359,Hong Kong SAR,5:54:22,5:51:52,1:18:40,2:48:31,4:05:58
6776,5725,6776,MR1,A3774,Hong Kong SAR,5:54:23,5:49:34,1:19:14,2:42:23,4:03:19
6777,5726,6777,MR1,A6364,Hong Kong SAR,5:54:24,5:52:48,1:13:20,2:40:01,3:57:58
6778,5727,6778,MR1,A1966,Hong Kong SAR,5:54:25,5:52:56,1:12:00,2:35:10,3:59:56
6779,5728,6779,MR1,A2725,Hong Kong SAR,5:54:26,5:54:08,1:14:53,2:50:10,4:08:57
6780,5729,6780,MR1,A4627,Hong Kong SAR,5:54:26,5:48:31,1:21:58,2:47:15,4:03:37
6781,5730,6781,MR1,A5185,Hong Kong SAR,5:54:27,5:50:32,1:17:44,2:39:43,3:58:05
6782,1052,6782,MR1,A7459,Hong Kong SAR,5:54:28,5:53:00,1:19:19,2:49:14,4:04:16
6783,5731,6783,MR1,A7320,Hong Kong SAR,5:54:28,5:48:35,1:20:54,2:46:54,4:03:21
6784,1053,6784,MR1,A3658,China,5:54:28,5:52:44,1:21:57,2:44:31,4:06:36
6785,5732,6785,MR1,A0148,Hong Kong SAR,5:54:29,5:50:35,1:15:01,2:41:32,3:59:41
6786,1054,6786,MR1,A4630,Hong Kong SAR,5:54:30,5:47:31,1:19:46,2:52:19,4:09:15
6787,1055,6787,MR1,A8561,China,5:54:30,5:48:16,1:20:25,2:44:43,4:01:24
6788,5733,6788,MR1,A5412,China,5:54:32,5:53:11,1:08:42,2:20:20,3:39:40
6789,5734,6789,MR1,A8725,Japan,5:54:33,5:50:39,1:18:07,2:42:13,4:02:16
6790,5735,6790,MR1,A4874,Hong Kong SAR,5:54:34,5:49:23,1:29:24,2:55:06,4:10:23
6791,5736,6791,MR1,A6128,Hong Kong SAR,5:54:36,5:53:14,1:10:00,2:31:03,3:48:05
6792,5737,6792,MR1,A1910,Hong Kong SAR,5:54:36,5:51:38,1:17:18,2:44:19,4:00:57
6793,5738,6793,MR1,A3719,Hong Kong SAR,5:54:37,5:53:43,1:17:33,2:47:19,4:02:42
